Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,23,2,9.93,3,'Less than 5 hours',Healthy,BCA,No,10,1,Yes,0
Male,21,3,8.73,2,'Less than 5 hours',Moderate,M.Com,Yes,12,5,No,1
Male,21,1,7.47,1,'More than 8 hours',Unhealthy,'Class 12',Yes,2,5,Yes,1
Female,22,2,5.99,5,'Less than 5 hours',Moderate,BHM,Yes,1,2,No,0
Male,33,1,5.66,4,'Less than 5 hours',Moderate,M.Tech,No,12,2,Yes,0
Male,26,5,9.79,2,'More than 8 hours',Unhealthy,BE,Yes,0,4,Yes,1
Male,29,2,5.27,5,'Less than 5 hours',Moderate,BCA,Yes,10,1,No,1
Female,27,2,8.01,5,'7-8 hours',Unhealthy,BCA,Yes,5,5,No,1
Female,18,4,5.83,3,'Less than 5 hours',Moderate,'Class 12',Yes,1,2,No,0
Male,29,1,5.56,1,'More than 8 hours',Moderate,M.Ed,Yes,5,4,No,1
Male,27,1,5.99,1,'7-8 hours',Unhealthy,B.Com,No,5,5,No,0
Male,33,1,5.45,4,'More than 8 hours',Unhealthy,MA,No,3,5,No,0
Female,29,2,6.7,1,'Less than 5 hours',Moderate,BCA,Yes,10,1,No,1
Female,32,1,6.78,1,'7-8 hours',Moderate,B.Ed,Yes,11,1,No,0
Male,28,3,7.25,3,'7-8 hours',Moderate,MA,Yes,12,2,No,0
Female,24,2,7.52,2,'7-8 hours',Healthy,BE,Yes,10,3,Yes,1
Male,30,5,9.72,1,'5-6 hours',Unhealthy,BA,Yes,6,3,Yes,1
Male,27,4,9.56,2,'More than 8 hours',Moderate,B.Pharm,Yes,7,5,No,1
Male,25,3,5.11,2,'7-8 hours',Unhealthy,B.Pharm,Yes,0,4,Yes,1
Male,20,1,5.44,5,'More than 8 hours',Unhealthy,'Class 12',Yes,12,4,No,0
Male,20,2,6.99,5,'More than 8 hours',Unhealthy,'Class 12',No,0,3,No,0
Male,29,2,9.44,4,'7-8 hours',Unhealthy,BSc,Yes,11,5,No,1
Female,33,1,9.13,4,'Less than 5 hours',Unhealthy,BA,Yes,12,2,Yes,0
Male,18,2,8.95,3,'Less than 5 hours',Moderate,'Class 12',No,7,2,No,0
Female,23,5,6.63,3,'More than 8 hours',Unhealthy,BSc,Yes,11,4,No,1
Male,18,3,9.96,3,'Less than 5 hours',Moderate,'Class 12',No,10,2,Yes,0
Male,23,3,7.25,3,'Less than 5 hours',Moderate,BBA,Yes,4,3,No,1
Male,26,2,9.03,3,'Less than 5 hours',Unhealthy,BE,Yes,9,3,No,1
Male,31,2,9.86,4,'7-8 hours',Moderate,B.Arch,No,3,1,Yes,0
Female,23,4,8.69,4,'Less than 5 hours',Healthy,MCA,Yes,8,5,Yes,1
Male,18,5,6.7,5,'More than 8 hours',Healthy,'Class 12',Yes,11,1,Yes,1
Female,18,5,5.42,5,'Less than 5 hours',Moderate,'Class 12',No,12,5,No,1
Female,34,1,8.14,2,'Less than 5 hours',Healthy,BCA,No,7,2,No,0
Female,24,5,9.63,4,'More than 8 hours',Healthy,B.Arch,Yes,10,2,No,1
Male,24,3,8.43,4,'Less than 5 hours',Unhealthy,B.Tech,Yes,10,4,No,1
Male,32,2,5.85,1,'More than 8 hours',Healthy,MCA,No,0,2,Yes,0
Male,24,5,5.12,1,'Less than 5 hours',Unhealthy,BSc,No,9,2,Yes,1
Male,33,4,8.81,4,'5-6 hours',Healthy,M.Tech,No,1,4,Yes,0
Female,21,1,7.99,2,'Less than 5 hours',Healthy,BCA,Yes,12,1,No,0
Female,31,3,9.85,1,'5-6 hours',Moderate,LLM,Yes,3,3,No,1
Male,30,3,9.44,3,'7-8 hours',Unhealthy,M.Ed,No,8,4,No,0
Female,20,3,6.99,5,'Less than 5 hours',Healthy,'Class 12',No,11,2,No,0
Male,24,1,7.5,5,'7-8 hours',Healthy,MBBS,Yes,3,3,Yes,0
Female,25,2,8.24,2,'More than 8 hours',Healthy,MCA,Yes,10,5,No,1
Male,32,1,9.98,3,'5-6 hours',Moderate,BCA,Yes,8,2,No,0
Female,26,3,6.89,4,'5-6 hours',Moderate,BHM,Yes,4,1,No,1
Male,20,4,7.02,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,11,5,No,1
Male,21,1,7.94,3,'5-6 hours',Unhealthy,B.Com,Yes,8,3,No,1
Female,30,2,9.1,3,'More than 8 hours',Healthy,BA,Yes,12,1,No,0
Female,26,4,5.61,1,'Less than 5 hours',Moderate,B.Com,Yes,6,2,No,1
Female,20,1,7.32,3,'5-6 hours',Moderate,'Class 12',No,0,2,No,0
Female,18,5,9.96,5,'Less than 5 hours',Unhealthy,'Class 12',Yes,7,4,No,1
Female,18,3,6.37,1,'5-6 hours',Moderate,'Class 12',Yes,6,5,Yes,0
Female,22,3,9.49,4,'5-6 hours',Moderate,BA,Yes,12,5,No,1
Female,22,4,8.44,3,'5-6 hours',Healthy,MSc,Yes,6,4,Yes,1
Female,28,5,8.63,3,'Less than 5 hours',Healthy,BHM,No,8,2,Yes,0
Female,27,1,9.93,4,'7-8 hours',Healthy,B.Arch,Yes,3,1,Yes,0
Female,19,4,7.1,1,'More than 8 hours',Moderate,'Class 12',Yes,10,3,No,1
Male,20,5,8.89,2,'More than 8 hours',Unhealthy,'Class 12',Yes,7,4,Yes,1
Male,23,5,9.06,3,'7-8 hours',Healthy,MA,Yes,12,5,No,1
Male,28,5,6.88,1,'7-8 hours',Unhealthy,BCA,No,11,5,Yes,1
Male,25,5,8.21,1,'7-8 hours',Unhealthy,MA,Yes,12,4,No,1
Female,28,2,7.08,1,'7-8 hours',Healthy,B.Ed,No,2,5,Yes,0
Male,29,5,5.55,2,'7-8 hours',Healthy,MHM,Yes,9,1,No,1
Male,19,4,8.54,3,'7-8 hours',Moderate,'Class 12',Yes,5,4,Yes,1
Male,24,2,7.1,4,'5-6 hours',Unhealthy,B.Ed,Yes,12,2,Yes,0
Male,19,4,8.59,5,'5-6 hours',Healthy,'Class 12',Yes,12,4,Yes,1
Female,29,5,7.7,4,'7-8 hours',Moderate,BE,Yes,11,5,No,1
Female,31,1,9.87,3,'5-6 hours',Moderate,BA,No,3,3,No,0
Male,24,4,5.74,3,'5-6 hours',Moderate,'Class 12',No,9,1,No,0
Male,22,4,9.11,3,'5-6 hours',Moderate,BCA,Yes,8,3,Yes,1
Female,19,2,9.91,5,'More than 8 hours',Unhealthy,'Class 12',No,3,3,No,0
Female,32,5,5.32,4,'7-8 hours',Unhealthy,MBBS,Yes,12,1,Yes,1
Male,20,1,9.21,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,9,4,Yes,1
Male,31,5,5.88,5,'Less than 5 hours',Moderate,B.Arch,Yes,7,3,Yes,1
Male,27,5,5.88,5,'5-6 hours',Unhealthy,MSc,Yes,12,3,Yes,0
Female,32,2,8.14,1,'More than 8 hours',Unhealthy,MBBS,No,8,2,Yes,0
Female,25,1,5.86,3,'5-6 hours',Healthy,B.Ed,No,4,4,No,0
Female,24,3,9.24,3,'Less than 5 hours',Unhealthy,BCA,Yes,3,5,Yes,1
Male,28,2,5.57,5,'7-8 hours',Unhealthy,M.Tech,Yes,3,1,Yes,0
Female,28,4,5.27,4,'Less than 5 hours',Healthy,B.Com,Yes,3,2,No,0
Male,21,1,7.04,3,'7-8 hours',Healthy,MSc,No,6,3,Yes,0
Male,23,2,8.5,1,'More than 8 hours',Healthy,B.Tech,No,10,3,Yes,0
Female,23,1,7.09,1,'5-6 hours',Healthy,MCA,Yes,10,1,Yes,0
Male,33,1,5.7,4,'7-8 hours',Healthy,M.Pharm,No,0,1,No,0
Female,21,3,7.88,1,'7-8 hours',Unhealthy,MCA,No,0,2,Yes,0
Female,27,3,7.22,4,'7-8 hours',Moderate,BE,No,5,2,Yes,0
Male,18,5,7.25,5,'7-8 hours',Unhealthy,'Class 12',Yes,11,5,Yes,1
Male,26,3,5.89,4,'Less than 5 hours',Healthy,BA,Yes,8,2,No,0
Male,32,1,5.08,5,'7-8 hours',Unhealthy,M.Com,No,3,3,No,0
Male,32,4,7.1,1,'Less than 5 hours',Unhealthy,BCA,No,1,1,No,1
Male,30,5,5.68,4,'Less than 5 hours',Healthy,ME,Yes,10,4,No,1
Male,32,1,9.56,1,'7-8 hours',Healthy,B.Arch,No,10,2,Yes,0
Male,33,4,8.04,2,'7-8 hours',Healthy,MA,Yes,10,1,No,0
Male,28,1,7.49,1,'More than 8 hours',Unhealthy,BE,Yes,0,1,No,0
Female,34,3,9.84,5,'More than 8 hours',Moderate,B.Ed,Yes,6,1,No,0
Female,30,3,6.0,5,'7-8 hours',Healthy,MD,No,9,3,No,0
Male,28,5,8.04,1,'More than 8 hours',Healthy,B.Ed,No,8,4,Yes,1
Male,26,4,5.76,3,'7-8 hours',Unhealthy,BCA,Yes,9,4,No,1
Female,30,2,5.78,5,'More than 8 hours',Healthy,B.Arch,Yes,7,3,Yes,1
Female,25,2,9.97,5,'More than 8 hours',Unhealthy,B.Ed,No,4,4,Yes,0
Male,29,3,8.14,2,'More than 8 hours',Moderate,B.Arch,Yes,2,2,Yes,0
Male,24,5,8.62,2,'5-6 hours',Moderate,B.Pharm,Yes,10,1,No,1
Female,33,4,6.0,4,'More than 8 hours',Moderate,M.Com,Yes,10,2,No,1
Female,30,2,7.92,3,'7-8 hours',Unhealthy,BSc,No,1,2,No,0
Male,31,5,6.99,1,'More than 8 hours',Moderate,B.Ed,Yes,8,1,No,1
Female,22,2,8.91,3,'5-6 hours',Unhealthy,BHM,Yes,1,5,No,0
Male,26,1,9.34,2,'Less than 5 hours',Moderate,LLM,No,11,2,Yes,0
Male,25,5,6.47,5,'7-8 hours',Unhealthy,B.Com,Yes,8,4,No,1
Male,21,5,7.85,1,'Less than 5 hours',Unhealthy,MSc,No,1,5,No,1
Male,29,5,5.85,3,'More than 8 hours',Unhealthy,BCA,Yes,12,1,No,1
Female,31,3,5.97,3,'5-6 hours',Moderate,B.Arch,Yes,8,3,Yes,1
Male,25,5,8.78,1,'Less than 5 hours',Moderate,B.Arch,Yes,7,4,Yes,1
Male,23,3,6.37,1,'Less than 5 hours',Healthy,MSc,Yes,8,2,No,1
Male,34,4,6.47,4,'Less than 5 hours',Healthy,BCA,Yes,10,5,No,1
Female,25,3,9.78,5,'Less than 5 hours',Moderate,B.Ed,Yes,8,5,Yes,1
Female,32,1,7.88,2,'Less than 5 hours',Healthy,B.Arch,No,6,1,Yes,0
Female,23,5,6.27,2,'Less than 5 hours',Unhealthy,BCA,No,4,4,No,1
Male,33,3,9.71,4,'7-8 hours',Unhealthy,MCA,No,1,2,No,0
Female,26,1,9.7,2,'More than 8 hours',Healthy,MBA,No,2,2,Yes,0
Male,18,2,8.17,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,12,2,Yes,1
Female,32,4,8.9,1,'7-8 hours',Unhealthy,MCA,Yes,0,3,Yes,1
Male,25,2,5.16,1,'More than 8 hours',Moderate,B.Tech,No,10,3,Yes,0
Male,33,3,9.72,2,'7-8 hours',Moderate,BSc,Yes,5,2,Yes,1
Male,31,2,9.71,4,'More than 8 hours',Unhealthy,M.Ed,No,10,3,No,0
Male,21,2,8.11,5,'7-8 hours',Moderate,B.Arch,No,11,2,No,0
Male,22,4,5.51,4,'Less than 5 hours',Unhealthy,MBA,Yes,8,4,Yes,1
Male,28,2,8.17,5,'Less than 5 hours',Unhealthy,'Class 12',No,6,5,No,1
Male,28,4,7.22,4,'Less than 5 hours',Unhealthy,BCA,No,10,4,No,0
Female,24,1,7.52,2,'More than 8 hours',Unhealthy,BCA,No,1,2,Yes,0
Male,26,3,9.37,2,'5-6 hours',Moderate,BSc,Yes,8,4,Yes,1
Female,30,1,9.4,4,'7-8 hours',Unhealthy,LLM,No,4,1,Yes,0
Female,28,3,8.95,5,'More than 8 hours',Unhealthy,Others,No,3,4,No,0
Male,23,2,8.9,3,'5-6 hours',Moderate,B.Tech,Yes,10,5,Yes,1
Female,34,4,7.92,5,'5-6 hours',Unhealthy,MCA,No,2,3,Yes,1
Female,26,3,7.08,3,'7-8 hours',Unhealthy,B.Pharm,Yes,12,3,No,1
Male,19,2,5.32,5,'More than 8 hours',Moderate,'Class 12',Yes,11,5,No,1
Female,18,1,7.74,4,'More than 8 hours',Moderate,'Class 12',No,4,3,Yes,0
Female,25,5,8.04,1,'7-8 hours',Healthy,PhD,Yes,11,4,No,1
Female,29,1,6.02,2,'7-8 hours',Moderate,MSc,Yes,4,1,No,0
Female,34,1,8.09,1,'More than 8 hours',Unhealthy,BHM,No,8,5,Yes,0
Female,21,1,8.62,1,'More than 8 hours',Moderate,BHM,Yes,10,2,Yes,0
Female,29,3,7.38,4,'More than 8 hours',Moderate,B.Ed,No,8,5,Yes,0
Male,34,5,6.76,5,'7-8 hours',Moderate,BSc,No,8,3,No,0
Female,34,4,6.02,5,'Less than 5 hours',Unhealthy,M.Tech,Yes,10,5,No,1
Male,21,5,8.73,2,'More than 8 hours',Moderate,B.Ed,No,10,5,No,1
Male,29,2,6.89,2,'More than 8 hours',Unhealthy,BE,Yes,8,2,No,0
Female,27,2,6.37,4,'Less than 5 hours',Moderate,M.Ed,No,12,1,No,0
Male,33,2,6.16,5,'5-6 hours',Moderate,BHM,Yes,10,2,No,0
Female,19,5,7.3,1,'Less than 5 hours',Moderate,'Class 12',Yes,10,1,Yes,1
Female,21,2,5.74,4,'Less than 5 hours',Moderate,'Class 12',No,10,1,No,0
Male,28,5,6.25,2,'Less than 5 hours',Unhealthy,M.Tech,No,2,2,Yes,0
Female,19,3,5.83,4,'7-8 hours',Healthy,'Class 12',Yes,0,4,Yes,1
Female,24,2,8.43,4,'Less than 5 hours',Healthy,'Class 12',No,10,1,Yes,0
Female,30,1,5.98,3,'More than 8 hours',Moderate,MA,No,6,1,Yes,0
Male,33,1,9.36,3,'7-8 hours',Moderate,BBA,Yes,11,5,No,1
Female,28,5,9.63,2,'7-8 hours',Moderate,MBA,Yes,5,3,Yes,1
Female,22,4,5.12,3,'Less than 5 hours',Healthy,BCA,Yes,6,4,Yes,1
Female,29,4,6.73,1,'More than 8 hours',Moderate,ME,No,6,1,Yes,0
Female,23,5,7.94,5,'Less than 5 hours',Unhealthy,B.Arch,Yes,6,5,Yes,1
Male,33,2,9.97,4,'5-6 hours',Moderate,MA,Yes,11,2,Yes,0
Female,31,5,5.74,1,'7-8 hours',Unhealthy,MD,Yes,5,3,Yes,1
Male,25,2,9.33,5,'Less than 5 hours',Healthy,M.Pharm,Yes,9,3,No,0
Female,21,3,6.23,5,'Less than 5 hours',Moderate,BCA,Yes,8,5,No,0
Female,29,5,6.63,3,'7-8 hours',Healthy,ME,No,12,4,Yes,0
Male,28,5,8.73,4,'More than 8 hours',Unhealthy,BHM,Yes,1,5,No,1
Male,23,3,8.96,1,'7-8 hours',Healthy,M.Tech,Yes,1,1,No,1
Male,20,3,5.37,5,'Less than 5 hours',Healthy,'Class 12',Yes,9,4,Yes,1
Female,23,4,7.51,1,'7-8 hours',Healthy,BHM,Yes,7,2,Yes,1
Male,31,4,5.72,5,'More than 8 hours',Moderate,'Class 12',No,6,1,Yes,0
Male,32,3,7.94,5,'Less than 5 hours',Unhealthy,MD,Yes,0,1,Yes,1
Female,28,5,9.72,4,'Less than 5 hours',Healthy,PhD,No,6,2,No,1
Male,30,5,6.47,2,'More than 8 hours',Moderate,LLB,Yes,11,2,No,1
Male,18,4,5.16,4,'Less than 5 hours',Moderate,'Class 12',Yes,0,3,Yes,1
Female,28,4,9.1,2,'5-6 hours',Unhealthy,BBA,No,4,4,No,1
Female,20,5,9.24,4,'More than 8 hours',Unhealthy,'Class 12',Yes,12,5,Yes,1
Male,20,5,7.94,2,'More than 8 hours',Healthy,'Class 12',Yes,11,3,Yes,1
Female,29,3,8.38,3,'7-8 hours',Unhealthy,MBBS,Yes,12,2,Yes,1
Male,33,2,9.24,2,'5-6 hours',Moderate,M.Tech,Yes,4,4,Yes,0
Female,34,3,9.21,2,'7-8 hours',Healthy,MA,Yes,5,4,Yes,1
Male,28,4,6.47,5,'Less than 5 hours',Healthy,BCA,Yes,10,3,Yes,1
Female,27,1,9.44,4,'More than 8 hours',Unhealthy,LLM,Yes,12,2,No,0
Male,20,4,6.99,3,'7-8 hours',Moderate,'Class 12',Yes,10,3,Yes,1
Female,23,3,9.74,1,'Less than 5 hours',Healthy,MSc,Yes,9,4,Yes,1
Female,18,4,5.88,4,'More than 8 hours',Unhealthy,'Class 12',Yes,7,2,Yes,1
Male,24,1,9.88,2,'More than 8 hours',Healthy,B.Tech,Yes,0,5,No,1
Female,27,1,6.73,1,'7-8 hours',Moderate,MA,No,1,3,Yes,1
Male,22,4,6.51,5,'5-6 hours',Healthy,B.Com,No,2,1,Yes,0
Female,31,1,8.69,4,'7-8 hours',Moderate,MCA,Yes,9,1,Yes,1
Female,30,3,6.74,2,'5-6 hours',Moderate,MSc,Yes,11,5,Yes,1
Male,24,3,9.89,3,'More than 8 hours',Healthy,BSc,Yes,10,4,No,1
Male,30,3,9.42,2,'7-8 hours',Healthy,M.Com,Yes,7,4,Yes,1
Male,19,1,7.25,4,'More than 8 hours',Healthy,'Class 12',No,4,3,Yes,0
Male,18,4,8.7,2,'5-6 hours',Unhealthy,'Class 12',Yes,11,4,No,1
Female,27,5,7.09,4,'5-6 hours',Unhealthy,BBA,Yes,9,3,Yes,1
Male,20,4,8.74,3,'7-8 hours',Unhealthy,'Class 12',Yes,6,4,Yes,1
Male,21,1,5.85,5,'7-8 hours',Moderate,MSc,No,12,1,No,0
Male,19,3,7.91,3,'More than 8 hours',Unhealthy,'Class 12',No,10,3,No,1
Female,26,4,7.52,5,'5-6 hours',Moderate,M.Pharm,Yes,6,2,Yes,0
Female,25,3,9.54,5,'More than 8 hours',Unhealthy,B.Tech,Yes,2,3,No,0
Female,24,4,8.73,5,'5-6 hours',Unhealthy,M.Ed,Yes,11,4,No,1
Male,18,3,7.09,2,'More than 8 hours',Unhealthy,'Class 12',No,8,1,No,0
Female,28,2,8.04,5,'Less than 5 hours',Unhealthy,B.Com,No,10,1,No,0
Female,33,5,5.11,1,'More than 8 hours',Unhealthy,MCA,No,7,4,Yes,0
Male,25,3,8.52,2,'More than 8 hours',Moderate,BSc,No,0,4,No,1
Male,33,4,8.14,4,'Less than 5 hours',Unhealthy,MD,Yes,2,2,No,1
Male,24,5,8.46,1,'Less than 5 hours',Healthy,BCA,Yes,7,1,No,1
Female,20,5,5.86,4,'More than 8 hours',Unhealthy,'Class 12',Yes,3,4,Yes,1
Female,27,3,8.77,3,'More than 8 hours',Moderate,B.Tech,Yes,8,2,Yes,0
Female,31,1,9.93,2,'7-8 hours',Moderate,B.Arch,No,0,2,No,0
Male,25,3,5.76,3,'Less than 5 hours',Unhealthy,M.Ed,Yes,10,4,No,1
Male,34,2,7.46,3,'5-6 hours',Moderate,'Class 12',Yes,2,1,No,1
Female,28,4,8.54,3,'Less than 5 hours',Healthy,MCA,Yes,10,5,Yes,1
Female,24,2,6.47,3,'More than 8 hours',Unhealthy,'Class 12',Yes,3,2,Yes,0
Male,18,5,7.22,3,'7-8 hours',Healthy,'Class 12',Yes,9,4,Yes,1
Female,21,3,5.76,5,'More than 8 hours',Healthy,MCA,Yes,4,5,Yes,1
Female,18,4,8.52,2,'5-6 hours',Unhealthy,'Class 12',Yes,0,5,Yes,1
Male,24,3,5.64,2,'5-6 hours',Moderate,B.Ed,Yes,1,4,Yes,1
Male,30,1,6.56,3,'7-8 hours',Unhealthy,BCA,No,10,2,No,0
Female,33,2,6.91,1,'7-8 hours',Unhealthy,MA,Yes,7,2,No,1
Female,20,3,8.91,4,'7-8 hours',Unhealthy,'Class 12',Yes,6,4,Yes,1
Female,31,1,7.39,3,'Less than 5 hours',Healthy,BBA,Yes,8,2,Yes,1
Male,29,1,9.34,1,'5-6 hours',Healthy,BHM,No,6,1,No,0
Female,20,3,7.25,2,'7-8 hours',Moderate,'Class 12',No,11,4,No,1
Female,29,3,5.59,5,'7-8 hours',Moderate,B.Arch,Yes,12,3,No,1
Male,23,4,7.64,4,'Less than 5 hours',Moderate,BBA,Yes,6,2,Yes,1
Male,34,2,8.49,4,'More than 8 hours',Moderate,BE,Yes,7,5,No,0
Female,34,3,7.17,5,'More than 8 hours',Healthy,M.Tech,No,0,1,Yes,0
Male,28,2,5.86,3,'More than 8 hours',Unhealthy,B.Ed,Yes,3,4,No,1
Male,19,4,7.53,2,'Less than 5 hours',Moderate,'Class 12',Yes,9,3,Yes,1
Male,22,3,5.48,2,'5-6 hours',Moderate,MBA,No,8,3,No,0
Male,21,4,8.53,1,'5-6 hours',Moderate,BCA,Yes,11,4,Yes,1
Male,23,2,8.54,3,'7-8 hours',Unhealthy,MSc,Yes,2,3,Yes,1
Female,20,3,9.71,2,'Less than 5 hours',Unhealthy,MBA,Yes,11,5,Yes,1
Male,29,2,9.71,4,'7-8 hours',Moderate,LLM,No,1,2,No,0
Male,25,2,8.17,4,'More than 8 hours',Unhealthy,M.Ed,No,1,5,No,0
Male,25,3,7.8,4,'More than 8 hours',Unhealthy,BCA,No,9,2,No,0
Female,33,3,7.94,3,'5-6 hours',Moderate,PhD,Yes,8,1,Yes,0
Female,22,2,9.91,4,'7-8 hours',Unhealthy,M.Com,No,0,3,Yes,0
Male,21,3,8.09,5,'5-6 hours',Moderate,MSc,No,6,1,Yes,0
Female,19,1,8.17,1,'5-6 hours',Moderate,'Class 12',No,0,1,Yes,0
Male,33,5,5.74,3,'5-6 hours',Healthy,B.Ed,Yes,3,5,No,1
Male,33,4,9.46,4,'5-6 hours',Healthy,MCA,No,5,5,Yes,0
Male,28,3,9.96,2,'Less than 5 hours',Moderate,M.Ed,Yes,1,5,Yes,1
Male,32,4,8.16,3,'Less than 5 hours',Moderate,M.Tech,Yes,2,1,No,0
Male,25,2,9.86,3,'More than 8 hours',Moderate,B.Arch,No,0,2,Yes,0
Female,21,5,5.51,2,'Less than 5 hours',Healthy,PhD,Yes,6,3,Yes,1
Male,23,2,5.74,5,'More than 8 hours',Unhealthy,B.Tech,No,6,1,No,0
Female,19,3,8.96,4,'Less than 5 hours',Healthy,'Class 12',Yes,7,2,Yes,1
Female,19,3,7.75,3,'Less than 5 hours',Healthy,'Class 12',No,6,4,No,1
Male,33,4,8.69,3,'7-8 hours',Unhealthy,BCA,Yes,10,3,No,1
Male,28,3,8.73,2,'Less than 5 hours',Moderate,MBA,Yes,6,1,No,0
Male,29,4,8.14,4,'7-8 hours',Unhealthy,BBA,Yes,8,5,No,1
Male,22,3,8.59,5,'7-8 hours',Unhealthy,BCA,Yes,12,5,No,1
Male,28,5,8.95,2,'More than 8 hours',Unhealthy,M.Tech,Yes,10,5,Yes,1
Male,26,5,7.68,3,'Less than 5 hours',Moderate,'Class 12',No,9,2,No,1
Male,32,5,7.61,5,'More than 8 hours',Unhealthy,'Class 12',Yes,11,3,No,1
Male,28,5,7.47,4,'7-8 hours',Moderate,B.Tech,Yes,12,3,Yes,1
Male,30,2,8.91,3,'7-8 hours',Unhealthy,BCA,No,5,1,Yes,0
Female,28,3,7.88,3,'More than 8 hours',Unhealthy,B.Com,Yes,6,5,No,1
Male,34,2,9.54,5,'5-6 hours',Unhealthy,MD,Yes,10,1,No,0
Male,23,4,5.64,5,'5-6 hours',Moderate,BE,No,0,5,Yes,1
Male,32,2,8.04,4,'7-8 hours',Healthy,ME,Yes,1,3,Yes,0
Male,29,3,5.56,4,'More than 8 hours',Healthy,BBA,No,6,4,Yes,0
Female,20,4,5.75,3,'Less than 5 hours',Healthy,'Class 12',Yes,6,5,No,1
Male,19,4,7.27,4,'7-8 hours',Moderate,'Class 12',Yes,8,5,No,0
Male,33,3,5.79,5,'5-6 hours',Moderate,B.Arch,No,0,1,No,0
Female,18,5,5.98,4,'7-8 hours',Unhealthy,'Class 12',Yes,12,4,No,1
Male,29,4,7.27,1,'7-8 hours',Moderate,'Class 12',Yes,12,5,Yes,1
Female,20,4,7.25,4,'Less than 5 hours',Moderate,'Class 12',Yes,8,1,No,1
Female,28,1,7.48,4,'Less than 5 hours',Unhealthy,MBA,Yes,1,2,No,0
Female,29,2,9.21,2,'Less than 5 hours',Healthy,BBA,No,10,4,Yes,0
Male,21,2,6.51,4,'5-6 hours',Moderate,B.Tech,Yes,12,2,No,1
Female,29,1,9.56,3,'7-8 hours',Moderate,B.Ed,No,8,1,No,0
Male,34,3,5.52,4,'Less than 5 hours',Healthy,'Class 12',Yes,6,2,No,1
Male,25,3,6.37,4,'5-6 hours',Unhealthy,MSc,Yes,10,2,No,1
Male,23,5,7.85,3,'More than 8 hours',Unhealthy,BSc,Yes,11,1,Yes,1
Male,20,3,8.74,1,'Less than 5 hours',Healthy,'Class 12',No,8,4,Yes,1
Male,29,2,8.21,5,'7-8 hours',Moderate,ME,No,3,4,No,0
Female,18,4,5.42,5,'Less than 5 hours',Moderate,'Class 12',Yes,12,4,Yes,1
Female,33,2,6.5,4,'Less than 5 hours',Healthy,BE,Yes,3,4,No,0
Male,25,5,7.88,4,'7-8 hours',Unhealthy,BA,Yes,4,1,No,1
Male,26,2,7.72,5,'More than 8 hours',Healthy,B.Ed,No,12,2,Yes,0
Female,21,1,6.83,5,'Less than 5 hours',Unhealthy,BBA,Yes,5,1,Yes,0
Female,24,2,5.85,4,'7-8 hours',Healthy,B.Arch,Yes,11,3,No,1
Female,23,1,9.96,1,'More than 8 hours',Moderate,MSc,Yes,8,1,No,0
Male,18,3,6.25,1,'5-6 hours',Healthy,'Class 12',Yes,6,3,Yes,1
Female,28,4,8.58,4,'7-8 hours',Moderate,BA,No,5,5,No,0
Male,29,2,9.84,3,'More than 8 hours',Unhealthy,B.Ed,No,5,1,Yes,0
Male,18,3,5.42,5,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,1,No,1
Male,30,3,10.0,1,'5-6 hours',Moderate,MD,Yes,10,4,No,1
Male,23,5,8.04,3,'Less than 5 hours',Moderate,BSc,No,6,1,Yes,1
Female,23,4,5.52,2,'5-6 hours',Unhealthy,BHM,Yes,3,1,No,1
Male,24,5,8.95,2,'7-8 hours',Unhealthy,BSc,Yes,9,5,No,1
Female,29,2,6.02,2,'More than 8 hours',Moderate,B.Tech,No,3,3,No,0
Female,32,2,9.89,2,'5-6 hours',Moderate,MSc,No,7,4,No,0
Male,29,1,5.86,3,'7-8 hours',Healthy,LLB,Yes,10,3,Yes,1
Male,24,2,6.78,5,'More than 8 hours',Healthy,LLB,No,0,5,Yes,0
Male,24,3,9.24,3,'More than 8 hours',Unhealthy,B.Ed,Yes,10,5,No,1
Female,33,3,5.9,4,'7-8 hours',Moderate,MBBS,Yes,8,4,No,0
Female,20,3,9.97,4,'Less than 5 hours',Unhealthy,'Class 12',No,9,5,Yes,0
Male,26,2,7.25,3,'7-8 hours',Unhealthy,B.Com,Yes,9,3,Yes,1
Female,26,3,9.93,1,'Less than 5 hours',Unhealthy,B.Pharm,No,3,4,No,0
Female,23,5,8.91,1,'Less than 5 hours',Healthy,BA,Yes,9,3,No,1
Male,31,3,8.62,1,'Less than 5 hours',Healthy,LLM,No,0,4,Yes,0
Male,25,3,9.86,2,'7-8 hours',Healthy,MSc,Yes,1,4,No,1
Male,23,1,8.74,1,'7-8 hours',Unhealthy,B.Tech,Yes,6,3,No,1
Male,19,3,9.36,3,'Less than 5 hours',Moderate,'Class 12',Yes,10,1,No,1
Female,32,4,5.97,4,'7-8 hours',Healthy,M.Com,Yes,7,4,Yes,1
Female,20,5,5.65,5,'7-8 hours',Unhealthy,'Class 12',Yes,4,3,Yes,1
Female,25,5,8.17,1,'More than 8 hours',Unhealthy,M.Tech,No,12,5,Yes,1
